SRC TRG A1.Z A1.N A2.Z A2.N 
testdata/docs_test/newssyscombtest2010.en.src_doc-16.clean testdata/docs_test/newssyscombtest2010.en-es.jhu_doc-16.clean -0.00462321354735308 138 -0.0375174162565209 92 
testdata/docs_test/newssyscombtest2010.en.src_doc-18.clean testdata/docs_test/newssyscombtest2010.en-es.upv-nnlm_doc-18.clean -0.409574713966244 146 -0.265803901135262 90 
testdata/docs_test/newssyscombtest2010.en.src_doc-22.clean testdata/docs_test/newssyscombtest2010.en-es.koc-combo-secondary-competitivetrans_doc-22.clean 0.0623420094769367 99 -0.0254220347072567 66 
testdata/docs_test/newssyscombtest2010.en.src_doc-38.clean testdata/docs_test/newssyscombtest2010.en-es.dcu_doc-38.clean -0.258186658852684 83 -0.25602666783436 46 
testdata/docs_test/newssyscombtest2010.en.src_doc-57.clean testdata/docs_test/newssyscombtest2010.en-es.koc-combo_doc-57.clean 0.170813857304058 82 -0.437634024104101 48 
testdata/docs_test/newssyscombtest2010.en.src_doc-64.clean testdata/docs_test/newssyscombtest2010.en-es.upv-nnlm_doc-64.clean 0.171453539614339 121 0.17463603804577 74 
testdata/docs_test/newssyscombtest2010.en.src_doc-67.clean testdata/docs_test/newssyscombtest2010.en-es.cambridge_doc-67.clean -0.0911820902726729 136 -0.284451670457129 84 
testdata/docs_test/newssyscombtest2010.en.src_doc-76.clean testdata/docs_test/newssyscombtest2010.en-es.koc_doc-76.clean -0.373664795803088 84 -0.191456165670933 57 
testdata/docs_test/newssyscombtest2010.en.src_doc-78.clean testdata/docs_test/newssyscombtest2010.en-es.sfu_doc-78.clean -0.199833924458306 99 0.0997080126269101 66 
testdata/docs_test/newssyscombtest2010.en.src_doc-7.clean testdata/docs_test/newssyscombtest2010.en-es.upv_doc-7.clean -0.115431700878764 113 -0.237785911702291 63 
testdata/docs_test/newssyscombtest2010.en.src_doc-82.clean testdata/docs_test/newssyscombtest2010.en-es.dcu_doc-82.clean -0.0391938400017961 57 0.0756167541976432 38 
testdata/docs_test/newssyscombtest2010.en.src_doc-85.clean testdata/docs_test/newssyscombtest2010.en-es.upv_doc-85.clean -0.375118566287668 66 -0.0835474447556927 39 
testdata/docs_test/newssyscombtest2010.en.src_doc-8.clean testdata/docs_test/newssyscombtest2010.en-es.dcu_doc-8.clean 0.0243425713255988 83 0.0103087836527144 57 
testdata/docs_test/newssyscombtest2010.en.src_doc-92.clean testdata/docs_test/newssyscombtest2010.en-es.cambridge_doc-92.clean 0.225729088019058 85 0.287555565993883 59 
testdata/docs_test/newssyscombtest2010.en.src_doc-9.clean testdata/docs_test/newssyscombtest2010.en-es.koc-combo-secondary-competitivetrans_doc-9.clean 0.250707425414338 133 0.37531553437572 91 
testdata/docs_test/newstest2008-src.en_doc-13.clean testdata/docs_test/en-es.newstest2008.rbmt5_doc-13.clean -0.418942166077185 111 -0.404301227008507 67 
testdata/docs_test/newstest2008-src.en_doc-22.clean testdata/docs_test/en-es.newstest2008.upc_doc-22.clean -0.126697943387026 170 -0.157387147274096 98 
testdata/docs_test/newstest2008-src.en_doc-24.clean testdata/docs_test/en-es.newstest2008.rbmt3_doc-24.clean 0.0494888244967512 113 0.0161363002080267 75 
testdata/docs_test/newstest2008-src.en_doc-31.clean testdata/docs_test/en-es.newstest2008.rbmt3_doc-31.clean 0.093166731256163 102 0.0267966375343678 71 
testdata/docs_test/newstest2008-src.en_doc-36.clean testdata/docs_test/en-es.newstest2008.rbmt5_doc-36.clean 0.0430958077077509 41 0.110299945960176 25 
testdata/docs_test/newstest2008-src.en_doc-37.clean testdata/docs_test/en-es.newstest2008.rbmt1_doc-37.clean -0.476363444829489 126 -0.500176758876566 80 
testdata/docs_test/newstest2008-src.en_doc-38.clean testdata/docs_test/en-es.newstest2008.uedin_doc-38.clean -0.122479911247747 51 -0.119022538132073 32 
testdata/docs_test/newstest2008-src.en_doc-52.clean testdata/docs_test/en-es.newstest2008.saar-contrast_doc-52.clean -0.0629737512597949 39 0.0117999046304535 28 
testdata/docs_test/newstest2008-src.en_doc-69.clean testdata/docs_test/en-es.newstest2008.cmu-smt_doc-69.clean -0.500619856259543 149 -0.358138199828772 90 
testdata/docs_test/newstest2008-src.en_doc-6.clean testdata/docs_test/en-es.newstest2008.ucb_doc-6.clean -0.0466502934717471 54 0.205873595185923 30 
testdata/docs_test/newstest2008-src.en_doc-77.clean testdata/docs_test/en-es.newstest2008.rbmt6_doc-77.clean -0.194732124980468 90 -0.373223776927269 54 
testdata/docs_test/newstest2008-src.en_doc-7.clean testdata/docs_test/en-es.newstest2008.limsi_doc-7.clean -0.130171112178712 131 -0.154617552306769 78 
testdata/docs_test/newstest2009-src.en_doc-100.clean testdata/docs_test/en-es.newstest2009.google_doc-100.clean 0.2082549862929 26 0.21022675239933 21 
testdata/docs_test/newstest2009-src.en_doc-104.clean testdata/docs_test/en-es.newstest2009.uedin_doc-104.clean 0.424049758734607 46 -0.138876253579507 23 
